                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.56388,                  1.006,                0.37796,                0.98435,                0.83234,                 0.8417,                0.86801,                0.70439,                0.83898,                0.83823,                0.86348,                 0.6726,                      0,                      0,                    inf,                      0,               0.005446,               0.005446,               0.005446
                     48,                  0.555,                 1.0274,                0.36984,                0.97932,                0.85151,                 0.8496,                0.88665,                0.71799,                0.85463,                0.85257,                0.88333,                0.70211,                      0,                      0,                    inf,                      0,               0.005347,               0.005347,               0.005347
                     49,                0.55241,                 1.0007,                0.35595,                0.97702,                0.82792,                0.81847,                0.87446,                0.71685,                0.83674,                 0.8248,                0.87484,                0.69566,                      0,                      0,                    inf,                      0,               0.005248,               0.005248,               0.005248
                     50,                0.55844,                 1.0145,                0.36537,                0.98017,                0.84492,                0.79588,                0.86054,                0.69018,                0.84544,                0.79643,                0.86139,                0.66828,                      0,                      0,                    inf,                      0,               0.005149,               0.005149,               0.005149
                     51,                 0.5522,                 1.0191,                0.35278,                0.97788,                0.87159,                0.78615,                0.87584,                0.70165,                0.86331,                0.79009,                0.87621,                0.67299,                      0,                      0,                    inf,                      0,                0.00505,                0.00505,                0.00505
                     52,                0.53969,                 1.0085,                0.35402,                0.97446,                0.81508,                0.86166,                0.88959,                0.72762,                0.81253,                0.85983,                0.88904,                0.69935,                      0,                      0,                    inf,                      0,               0.004951,               0.004951,               0.004951
                     53,                0.53971,                 0.9832,                0.35575,                 0.9718,                0.90342,                0.80013,                0.89149,                0.72985,                0.90642,                0.79918,                 0.8881,                0.69357,                      0,                      0,                    inf,                      0,               0.004852,               0.004852,               0.004852
                     54,                0.53696,                0.99897,                 0.3454,                0.96525,                0.87779,                0.83502,                0.88687,                0.72802,                0.87357,                0.83132,                0.87789,                0.69022,                      0,                      0,                    inf,                      0,               0.004753,               0.004753,               0.004753
                     55,                0.54671,                 1.0107,                0.35101,                0.97369,                 0.7808,                0.83936,                0.85112,                0.69521,                0.78689,                0.83963,                0.85162,                 0.6577,                      0,                      0,                    inf,                      0,               0.004654,               0.004654,               0.004654
                     56,                0.53687,                0.98541,                0.34249,                0.97041,                0.88447,                0.81172,                0.87884,                0.72215,                0.87723,                0.80469,                0.86554,                0.68011,                      0,                      0,                    inf,                      0,               0.004555,               0.004555,               0.004555
                     57,                0.53623,                0.96657,                 0.3415,                0.96831,                0.87135,                0.81565,                0.87897,                0.71659,                0.87368,                0.81057,                0.87491,                0.68148,                      0,                      0,                    inf,                      0,               0.004456,               0.004456,               0.004456
