                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.78063,                 1.7983,                0.44048,                 1.1047,                0.79149,                0.77432,                 0.8344,                0.69277,                0.79022,                0.78339,                   0.84,                0.65295,                      0,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                     79,                0.78258,                 1.8013,                0.44142,                 1.1057,                0.83494,                0.79638,                0.86161,                0.69779,                0.82585,                0.78859,                0.84419,                0.65485,                      0,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                     80,                0.78271,                 1.8057,                0.44189,                 1.1019,                0.84713,                0.76587,                0.87133,                0.71583,                0.83787,                0.75826,                0.85604,                0.67054,                      0,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                     81,                0.78081,                 1.7683,                0.43423,                 1.1007,                0.87043,                0.74874,                0.86306,                0.71256,                0.86729,                0.76347,                0.87125,                0.67725,                      0,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
                     82,                 0.7673,                 1.7919,                0.43177,                 1.0891,                 0.8568,                0.79566,                0.86641,                0.71853,                0.89284,                0.78236,                0.87464,                 0.6821,                      0,                      0,                    inf,                      0,               0.001981,               0.001981,               0.001981
                     83,                0.76237,                 1.7478,                0.42572,                 1.0929,                0.87761,                0.77498,                0.86634,                0.72924,                0.89609,                0.78542,                0.87589,                0.68879,                      0,                      0,                    inf,                      0,               0.001882,               0.001882,               0.001882
                     84,                 0.7594,                 1.7439,                0.41811,                 1.0883,                0.89147,                0.80647,                0.86783,                0.71237,                0.89488,                0.80921,                0.87096,                0.67883,                      0,                      0,                    inf,                      0,               0.001783,               0.001783,               0.001783
                     85,                 0.7593,                 1.7354,                0.42248,                 1.0944,                0.88498,                0.74936,                0.87204,                0.72025,                 0.8969,                0.75791,                0.88088,                0.68292,                      0,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                     86,                0.74462,                 1.7214,                0.42073,                 1.0853,                0.91846,                0.78702,                0.88801,                   0.73,                0.91905,                 0.7873,                0.88248,                0.69213,                      0,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                     87,                0.74949,                 1.7363,                0.41604,                 1.0889,                0.90048,                0.77674,                0.87486,                0.72569,                0.83729,                0.83446,                0.87271,                0.68899,                      0,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                     88,                0.74769,                 1.7131,                0.41108,                 1.0793,                0.88114,                0.80629,                0.86061,                 0.7186,                  0.883,                0.80831,                0.86277,                0.68102,                      0,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
