                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                 1.2126,                 2.9332,                0.91387,                 1.4582,                0.80265,                0.70892,                0.77242,                0.56654,                0.82403,                0.68523,                0.76352,                0.47377,                      0,                      0,                    inf,                      0,               0.003466,               0.003466,               0.003466
                     68,                 1.2122,                 2.9243,                0.90446,                 1.4501,                0.79641,                0.71436,                0.75997,                0.54401,                0.75288,                 0.6868,                 0.7114,                0.44733,                      0,                      0,                    inf,                      0,               0.003367,               0.003367,               0.003367
                     69,                 1.1918,                 2.9179,                0.89435,                   1.44,                0.77863,                0.74672,                0.78297,                0.57253,                0.77488,                0.68862,                0.74145,                0.47057,                      0,                      0,                    inf,                      0,               0.003268,               0.003268,               0.003268
                     70,                 1.1809,                 2.9085,                0.88621,                 1.4302,                0.81506,                0.72774,                0.77617,                0.54862,                0.80454,                  0.721,                0.74978,                0.45201,                      0,                      0,                    inf,                      0,               0.003169,               0.003169,               0.003169
                     71,                 1.1679,                 2.8419,                0.88093,                 1.4191,                0.74437,                0.70881,                0.74543,                0.54009,                0.70757,                0.69183,                0.70042,                0.44866,                      0,                      0,                    inf,                      0,                0.00307,                0.00307,                0.00307
                     72,                 1.1883,                 2.9003,                0.88934,                 1.4399,                0.78869,                0.66755,                0.75041,                0.52709,                0.76938,                0.62928,                0.68601,                0.41455,                      0,                      0,                    inf,                      0,               0.002971,               0.002971,               0.002971
                     73,                 1.1683,                 2.8922,                0.87103,                 1.4157,                0.81006,                0.74146,                0.78083,                0.56214,                0.79326,                0.72734,                0.76388,                0.47176,                      0,                      0,                    inf,                      0,               0.002872,               0.002872,               0.002872
                     74,                 1.1876,                 2.9048,                  0.872,                 1.4291,                0.78079,                0.77237,                0.79433,                0.57489,                0.75473,                0.74926,                0.75441,                0.47951,                      0,                      0,                    inf,                      0,               0.002773,               0.002773,               0.002773
                     75,                 1.1573,                 2.8467,                0.85636,                 1.4106,                0.76949,                0.71461,                0.75684,                0.54354,                0.80608,                0.64175,                0.70873,                0.44149,                      0,                      0,                    inf,                      0,               0.002674,               0.002674,               0.002674
                     76,                 1.1379,                 2.8049,                0.84589,                 1.3991,                0.76397,                  0.683,                  0.754,                0.54962,                0.75876,                0.67555,                0.73535,                 0.4515,                      0,                      0,                    inf,                      0,               0.002575,               0.002575,               0.002575
                     77,                 1.1599,                 2.8488,                0.85293,                 1.4108,                0.73049,                0.72365,                0.75059,                0.53208,                 0.7387,                0.70427,                0.72161,                0.43584,                      0,                      0,                    inf,                      0,               0.002476,               0.002476,               0.002476
                     78,                 1.1427,                 2.8273,                0.83468,                  1.395,                0.73541,                0.71026,                 0.7271,                0.52041,                0.70654,                0.68506,                0.68386,                0.42766,                      0,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                     79,                 1.1506,                 2.8091,                  0.851,                 1.4035,                0.79192,                0.64887,                0.73357,                0.53829,                0.81008,                0.62869,                0.70395,                0.42836,                      0,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
                     80,                 1.1387,                 2.8066,                0.83912,                 1.3904,                0.78365,                 0.6837,                0.74512,                0.54225,                0.75184,                0.66057,                0.70057,                0.44136,                      0,                      0,                    inf,                      0,               0.002179,               0.002179,               0.002179
                     81,                 1.1301,                 2.7775,                0.82476,                 1.3814,                0.81431,                0.71283,                0.76526,                0.56149,                0.79787,                0.69872,                0.73384,                0.46369,                      0,                      0,                    inf,                      0,                0.00208,                0.00208,                0.00208
